Rank,Gene,Cell Type,logFC.ecoVSctrl,logFC.ecpVSctrl,logFC.ecpaVSctrl,logFC.eueVSctrl,logCPM,FDR,Score,Status,Dropped Reason
218,SULF1,Prv-CCL19,-2.77311177789686,-1.6145387803818,-1.86056330072071,-0.460299067437653,8.62272544888114,8.28400226488944e-45,0.5633003934257594,PASS,
219,COL15A1,Prv-CCL19,-2.30855492945155,-2.14315887848401,-1.7697200776417,-0.607912637065478,8.30532808987852,1.49626692144438e-42,0.563012935227895,PASS,
226,LINGO1,Prv-CCL19,-1.58231154277526,-1.47394295350652,-1.7590919437629,-0.0103815928305237,8.29654572379096,2.13502138430657e-32,0.5609507631032725,PASS,
232,RXFP1,Prv-CCL19,-1.71620082297831,-1.79381658165472,-1.70452025455993,-0.247673574213579,8.25421827080622,5.23953849908763e-34,0.5601923006385082,PASS,
236,ASPN,Prv-CCL19,-2.3926883793441,-2.95184450489936,-3.01651544763799,-1.58496617205874,8.66708998833519,1.04805986251014e-84,0.5598151466781294,PASS,
238,TMEM37,EC-PCV,-1.20656778720655,-2.59967027715124,-2.80981446202306,-0.996882184262472,7.95952425857942,1.46765830302321e-43,0.5597440472822601,PASS,
240,CAMK2N1,Prv-CCL19,-1.50139509824825,-2.20742427381434,-2.42175435455475,-0.727343613861886,8.87311172656992,3.0076115208826e-67,0.5595982759746976,PASS,
243,NPW,EC-aPCV,-1.79992687483924,-1.73527496178457,-1.62981083231035,-0.221374836878083,7.84276850661541,3.28228203512537e-08,0.5595008159121418,PASS,
245,PHLDA2,cDC2,-1.37388402570267,-1.41140653161036,-2.02481219617636,-0.0515976464991604,6.96081410445537,2.1145548541746e-21,0.5594742939548581,PASS,
246,ENC1,Prv-CCL19,-1.18911401637461,-2.75354241588742,-2.85218404579657,-1.09837092279384,8.31526742046947,4.77344481008075e-80,0.5591301507692232,PASS,
248,PAEP,cDC2,-2.17329963585323,-1.86117229363085,-1.28621722312557,-0.277362672721225,6.8331178720177,7.24916868446814e-34,0.5589215722222121,PASS,
249,MT1M,EC-PCV,-0.402243204064196,-2.43191735175641,-2.27289361445453,-0.459305808758349,7.97748033740776,6.55351659039252e-39,0.5587427443551652,PASS,
250,STXBP6,EC-aPCV,-1.5874668373051,-2.98883124086517,-2.84102285597019,-1.33994081858956,7.84358688680248,1.03263946254464e-27,0.5585493514034063,PASS,
251,MARCKSL1,cDC2,-3.35257908379997,-2.09590877461148,-2.52823363009889,-1.24239776886535,7.58700256789379,4.60840999586189e-29,0.5582052071700188,PASS,
254,CXCL10,Mɸ1-LYVE1,-4.72650650047744,-1.63411342273544,-4.28931237069432,-1.90724654533984,7.56928363798468,1.37725379514724e-167,0.5578991426294039,PASS,
257,PCDH7,EC-PCV,-1.88464585451671,-1.60901729897454,-1.66732124879062,-0.225233284109124,7.98796686398048,3.50673599864207e-11,0.5577378231830595,PASS,
262,C15orf48,Mɸ4-infiltrated,-2.95478662865616,-1.61057523639591,-1.9039310619056,-0.647723791679207,9.4879473899431,1.15954949414629e-48,0.5571087251743453,PASS,
264,BGN,Prv-CCL19,-2.25939806856065,-1.66343249963984,-1.99231756291169,-0.518132713683539,9.05719313578703,1.04211963287501e-53,0.5570800668217382,PASS,
268,FAM118A,Prv-CCL19,-1.11563704485209,-1.60093730661453,-1.73860532443901,-0.0225086383261601,8.36005536952439,2.60658537477372e-33,0.5569193962892517,PASS,
270,MIR503HG,Prv-CCL19,-0.367605162087184,-2.03830227947501,-2.01633707128691,-0.154614409316699,8.28663787293788,2.59989295141092e-49,0.5568412790561292,PASS,
271,ABCG2,EC-aPCV,-2.00764720387932,-2.38167684606212,-1.96707948956361,-0.84694545611365,8.39908313548948,4.2363595761857e-21,0.5567640780575811,PASS,
272,ITGA11,Prv-CCL19,-1.48389153171763,-1.61540169868055,-1.834602817311,-0.195642332133128,8.32698347093005,4.17190791138308e-33,0.5567422957396582,PASS,
281,EFEMP1,EC-tip,-3.80351744581579,-1.47755099240246,-1.98638585936401,-0.847512829200723,8.56701150329117,1.70643245569232e-139,0.5559075709736984,PASS,
282,MT1M,EC-aPCV,-0.420932652259536,-2.32449421965155,-2.27216322319576,-0.462194438391598,7.87673396589792,8.54312626839914e-46,0.5558931940896676,PASS,
284,FYB1,EC-aPCV,-2.29128008820553,-2.42042427745333,-2.4567555268661,-1.1473848319767,7.87776239434891,1.52374915701114e-07,0.5558161065640171,PASS,
285,C3,Mɸ1-LYVE1,-3.61266877219515,-1.71384498112202,-0.98031041613354,-0.531912130846429,8.00763366022275,3.18876758514941e-108,0.5557053897567171,PASS,
287,TGFB1,EC-aPCV,-2.02994732539893,-1.49510897985345,-1.4760691602144,-0.172670025006397,8.06388735383335,6.35434113631469e-07,0.5553163543362557,PASS,
290,TMEM37,EC-aPCV,-1.0929653975092,-2.26057583099848,-2.2464201499265,-0.647690521935252,7.83545962286193,1.26989642859241e-24,0.5550227512402581,PASS,
291,PDGFD,EC-PCV,-1.51330735389145,-1.47140806838817,-1.48697897368135,-0.0101243621511626,7.96207342141186,1.14503183353005e-09,0.5549528418566942,PASS,
293,CYP26A1,EC-tip,-1.63872951939837,-1.55186685812768,-1.66734234023187,-0.175987218332755,7.20053724991785,3.20460061281878e-66,0.554922951311897,PASS,
297,STXBP6,EC-PCV,-0.466012962101014,-2.68971746859812,-2.50731514347176,-0.791255494458848,7.9785541080781,6.05087524828074e-45,0.5546225932800228,PASS,
299,WFDC2,EC-tip,-2.80623379281317,-2.30066203411262,-2.2840327220751,-1.17816639861144,7.30123531868093,4.66294353250594e-136,0.5545576680622515,PASS,
303,SMAD1,EC-aPCV,-1.46210638775029,-1.82084641169844,-1.70373397556329,-0.311295405485713,8.35430617987708,4.26887043117446e-14,0.5542157292589467,PASS,
304,PTK7,Prv-CCL19,-0.904040741447208,-1.99436589369235,-2.18820526882715,-0.433554111841394,8.30681022568013,1.35857638221821e-47,0.5541222876982091,PASS,
